id,image_id,#日本語(原文),#やさしい日本語
73528,259037,帽子を被った男性がグローブをはめている,男性の頭に帽子がある。男性の手に道具がある。
73529,200638,ホワイトボードと片付けられた椅子,白い板と椅子がある。
73762,225738,キリン達が木の周りに集まっている,首が長い動物が木の近くに集まる。
73808,121897,バッターボックスでキャッチャーが腕をのばしている,打つ場所で選手が腕を伸ばす。
73847,326217,果物がたくさんのったボートに帽子をかぶった人が座っている,果物がたくさんある。水の上の物に帽子の人が座る。
73861,145335,ベージュのパンツを着けている男性がスノーボードをしている,男性がズボンを着る。男性が雪の上で板で滑る。
73886,441814,赤いTシャツの女性が友達とWIIをしている,赤い服の女が友達とゲームをする。
74050,479378,バイクの後方にアンテナが付けられている,バイクの後ろに細い物がついている。
74058,242869,立て札の文字が消えかかっている,看板の文字が薄い。
74082,257896,帽子を被ってスーツを着た男性がいる,帽子の男性が服を着る。
74132,136734,天井に蛍光灯が取り付けられている,上に電気がついている。
74175,552947,シルクハットをかぶった男性が耳に携帯を当てている,帽子の男性が耳に電話を当てる。
74251,61106,子供たちが冷蔵庫にマグネットのおもちゃをつけて遊んでいる,子供が大きい機械に小さい物をつける。子供が遊ぶ。
74283,241141,標識に見せかけた看板のようなものがある,看板のように見える物がある。
74748,208031,ヘルメットをかぶって乗馬をする男性,帽子の男が動物に乗る。
74925,280761,赤い服の女性が耳にイヤホンをつけている,赤い服の女が耳にイヤホンをつける。
74939,449488,縦じまの黒いスーツに変わったバッジをつけている,黒い服に小さい物がある。
74952,50713,アメリカの国旗を装飾したバイクに乗った男性がいる,バイクに大きい布がある。男がバイクに乗る。
75097,142769,しっぽの短い犬は首輪をつけている,犬の首に布がある。
75118,113678,赤い帽子をかぶっている犬の写真が二種類ある,赤い帽子の犬の写真がある。写真がいくつかある。
75223,107004,黒い帽子をかぶった黒人男性が立っている,黒い帽子の男性が立つ。
75318,412996,白いトイレットペーパーホルダーと白い便器,白いトイレがある。道具がいくつかある。
75383,560830,部屋の中に青い首輪をした黒い犬がいる,部屋の中に黒い犬がいる。首に青い布がある。
75521,314177,キャップをかぶったカメラを手にした人が鏡に映っている,帽子の人がカメラを持つ。人が鏡の前にいる。
75684,114246,柵の中にいる羊たちがこちらを見ている,中に動物がいる。動物が前を見る。
75787,391895,赤いヘルメットをかぶった人がバイクに跨っている,赤い帽子の人がバイクに乗る。
75820,254535,グローブをつけたユニフォーム姿の二人の男の子がグラウンドに座っている,子供が野球の服を着る。子供が外の場所に座る。子供の手に道具がある。
75836,489924,デニムショートパンツを履いた女性がスケートボードに乗っている,短いズボンの女性が板に乗る。
75894,424289,草原の上で白い羊たちが同じ方向を向いている,草の上に白い動物がいる。動物が同じ方向を見る。
75971,453926,クレープに生クリームとチョコレートのトッピングをしている,甘い食べ物がある。上に白い物がある。
76043,64334,男性が木のネクタイを作って販売している,男性が木の道具を作る。男性がそれを売る。
76161,358247,ビニールをかぶったバナナの房を女性が写真に撮っている,布のあるバナナがある。女性がカメラを持つ。
76392,556505,鼻に砂をつけた黒い犬が映っている,黒い犬の鼻に砂がある。犬がいる。
76656,430690,青信号の点った日陰になったT字の交差点,青い信号のある道。
76679,385985,ジーパンとシャツを着た男性とパンクな靴下を履いて腕輪をたくさんつけた女性が隣に座っており、女性は携帯電話を触っている,男と女が隣に座る。女が電話を触る。
76689,189694,メガネをかけた中年欧米女性がキッチンの電子レンジのボタンを押している,眼鏡の女が料理をする場所にいる。女が機械のボタンを押す。
76732,345993,帽子に黒いジャケットで白い手袋に蝶ネクタイの男性がいる,男性の頭に帽子がある。黒い服がある。首にネクタイがある。手に白い物がある。
76807,213599,白い四角いケーキの上のろうそくに火をつけている,白いケーキの上にろうそくがある。火がある。
77066,136718,パソコンの端に四角い紙が貼られている,機械に小さい紙がついている。
